adong_code,univ_code,time
1111071000,U047,56
1111071000,V002,41
1114052000,B001,43
1114052000,C001,61
1114052000,C002,61
1114052000,C005,44
1114052000,C004,54
1114052000,C006,63
1114052000,C009,49
1114052000,C008,63
1114052000,C003,43
1114052000,E001,53
1114052000,P001,68
1114052000,M001,58
1114052000,P002,51
1114052000,U001,45
1114052000,C007,35
1114052000,U002,53
1114052000,U004,57
1114052000,U007,47
1114052000,U006,51
1114052000,U008,60
1114052000,U009,58
1114052000,U010,70
1114052000,U005,35
1114052000,U003,33
1114052000,U012,46
1114052000,U011,64
1114052000,U013,52
1114052000,U014,53
1114052000,U016,46
1114052000,U017,42
1114052000,U015,75
1114052000,U018,58
1114052000,U020,56
1114052000,U019,67
1114052000,U021,75
1114052000,U022,43
1114052000,U023,57
1114052000,U024,72
1114052000,U027,50
1114052000,U025,67
1114052000,U026,65
1114052000,U028,49
1114052000,U029,54
1114052000,U031,41
1114052000,U030,51
1114052000,U033,50
1114052000,U032,54
1114052000,U035,41
1114052000,U036,60
1114052000,U039,38
1114052000,U034,66
1114052000,U038,61
1114052000,U037,52
1114052000,U040,58
1114052000,U042,50
1114052000,U043,63
1114052000,U044,46
1114052000,U041,64
1114052000,U045,62
1114052000,U046,43
1114052000,V001,65
1114052000,U047,44
1114054000,B001,35
1114054000,C001,59
1114054000,C003,42
1114054000,C002,57
1114052000,V002,33
1114054000,C004,57
1114054000,C005,43
1114054000,C008,67
1114054000,C006,59
1114054000,C009,49
1114054000,C007,31
1114054000,E001,48
1114054000,M001,62
1114054000,P001,70
1114054000,P002,43
1114054000,U001,41
1114054000,U002,43
1114054000,U003,32
1114054000,U005,35
1114054000,U004,57
1114054000,U007,50
1114054000,U006,55
1114054000,U009,61
1114054000,U008,63
1114054000,U010,68
1114054000,U012,37
1114054000,U011,60
1114054000,U014,54
1114054000,U013,55
1114054000,U016,49
1114054000,U017,51
1114054000,U018,54
1114054000,U015,79
1114054000,U019,71
1114054000,U020,59
1114054000,U021,65
1114054000,U022,36
1114054000,U023,61
1114054000,U024,75
1114054000,U025,66
1114054000,U027,51
1114054000,U026,64
1114054000,U028,45
